date,supplier,hotel,product,qty,oldSupplyPrice,newSupplyPrice,diff,tutedPrice,priceListDate,marginRate
2026-06-30,METİN DALKIRAN,CASAFORA,KARPUZ,1.175,22500,27.5,-22472.5,125,2026-06-30,0.22
2026-07-01,ANTALYA HAL,AMBASSADOR,BİBER KAPYA,40,43.2,48.6,5.4,270,2026-07-01,0.18
2026-07-01,ANTALYA HAL,AMBASSADOR,DOMATES,185,27,27.9,0.9,155,2026-07-01,0.18
2026-07-01,ANTALYA HAL,AMBASSADOR,KİRAZ,50,129.6,126,-3.6,700,2026-07-01,0.18
2026-07-01,ANTALYA HAL,ASTORİA,BİBER KAPYA,14,43.2,48.6,5.4,270,2026-07-01,0.18
2026-07-01,ANTALYA HAL,ASTORİA,DOMATES,135,27,27.9,0.9,155,2026-07-01,0.18
2026-07-01,ANTALYA HAL,ASTORİA,LAHANA,27,20.7,19.8,-0.9,110,2026-07-01,0.18
2026-07-02,METİN DALKIRAN,SEAPHORİA,KARPUZ,1,27500,27.5,-27472.5,125,2026-07-02,0.22
2026-07-03,ANTALYA HAL,MİRAMOR GARDEN,ERİK PAPAZ,64,0,104.4,104.4,580,2026-07-03,0.18
2026-07-03,METİN DALKIRAN,GRAND MİRAMOR,KARPUZ,1,22500,22.5,-22477.5,125,2026-07-03,0.18
2026-07-04,ANTALYA HAL,AMBASSADOR,BİBER KAPYA,80,57.2,46.8,-10.4,260,2026-07-04,0.18
2026-07-04,ANTALYA HAL,AMBASSADOR,MARUL KIVIRCIK,30,33,27,-6,150,2026-07-04,0.18
2026-07-04,ANTALYA HAL,AMBASSADOR,SEMİZOTU,80,18.7,15.3,-3.4,85,2026-07-04,0.18
2026-07-04,MSD07 TAR ÜR,CASAFORA,LAHANA,33,26.4,35.2,8.8,160,2026-07-04,0.22
2026-07-08,ANTALYA HAL,MİRAMOR GARDEN,ERİK ANJELİKA,66,74.8,61.2,-13.6,340,2026-07-08,0.18
2026-07-08,METİN DALKIRAN,GRAND MİRAMOR,KARPUZ,1.539,22500,22.5,-22477.5,125,2026-07-08,0.18
2026-07-10,METİN DALKIRAN,MİRAMOR GARDEN,KARPUZ,1.43,22500,22.5,-22477.5,125,2026-07-10,0.18
2026-07-11,MSD07 TAR ÜR,SEAPHORİA,LAHANA,40,30.8,39.6,8.8,180,2026-07-11,0.22
2026-07-11,METİN DALKIRAN,SEAPHORİA,KARPUZ,1,27500,27.5,-27472.5,125,2026-07-11,0.22
2026-07-11,MSD07 TAR ÜR,CASAFORA,LAHANA,37,30.8,39.6,8.8,180,2026-07-11,0.22
2026-07-11,METİN DALKIRAN,CASAFORA,KARPUZ,1.2,27500,27.5,-27472.5,125,2026-07-11,0.22
2026-07-15,ANTALYA HAL,GRAND MİRAMOR,SARIMSAK,35,126,118.8,-7.2,660,2026-07-15,0.18
2026-07-15,ANTALYA HAL,GRAND MİRAMOR,MAYDONOZ,50,54,15.3,-38.7,85,2026-07-15,0.18
2026-07-15,ANTALYA HAL,STELLA,SARIMSAK,13,126,118.8,-7.2,660,2026-07-15,0.18
2026-07-15,ANTALYA HAL,STELLA,FESLEĞEN,30,46.8,15.3,-31.5,85,2026-07-15,0.18
2026-07-15,ANTALYA HAL,STELLA,MAYDONOZ,80,54,15.3,-38.7,85,2026-07-15,0.18
2026-07-15,ANTALYA HAL,ASTORİA,MAYDONOZ,40,54,15.3,-38.7,85,2026-07-15,0.18
2026-07-15,ANTALYA HAL,AMBASSADOR,FESLEĞEN,30,46.8,15.3,-31.5,85,2026-07-15,0.18
2026-07-15,ANTALYA HAL,AMBASSADOR,MAYDONOZ,70,54,15.3,-38.7,85,2026-07-15,0.18
2026-07-15,MSD07 TAR ÜR,CASAFORA,LAHANA,131,33,39.6,6.6,180,2026-07-15,0.22
2026-07-15,MSD07 TAR ÜR,CASAFORA,MARUL,56,28.6,34.1,5.5,155,2026-07-15,0.22
2026-07-15,MSD07 TAR ÜR,SEAPHORİA,LAHANA,33,33,39.6,6.6,180,2026-07-15,0.22
2026-07-15,MSD07 TAR ÜR,SEAPHORİA,MARUL,21,28.6,34.1,5.5,155,2026-07-15,0.22
2026-07-15,MSD07 TAR ÜR,SEAPHORİA,SARIMSAK,10,154,145.2,-8.8,660,2026-07-15,0.22
2026-07-14,METİN DALKIRAN,GRAND MİRAMOR,KARPUZ,1.012,22500,22.5,-22477.5,125,2026-07-14,0.18
2026-07-14,METİN DALKIRAN,MİRAMOR GARDEN,KARPUZ,1.96,22500,22.5,-22477.5,125,2026-07-14,0.18
2026-07-16,METİN DALKIRAN,AMBASSADOR,KARPUZ,1,22000,21.6,-21978.4,120,2026-07-16,0.18
2026-07-04,MSD07 TAR ÜR,SEAPHORİA,LAHANA,17,26.4,35.2,8.8,160,2026-07-04,0.22
2026-07-18,MSD07 TAR ÜR,CASAFORA,LAHANA,69,33,19.8,-13.2,90,2026-07-18,0.22
2026-07-18,METİN DALKIRAN,CASAFORA,KARPUZ,2.6,26400,26.4,-26373.6,120,2026-07-18,0.22
2026-07-18,METİN DALKIRAN,GRAND MİRAMOR,KARPUZ,1.521,21600,21.6,-21578.4,120,2026-07-18,0.18
2026-07-20,METİN DALKIRAN,MİRAMOR GARDEN,KARPUZ,1.84,15300,15.3,-15284.7,85,2026-07-20,0.18
2026-06-22,SÜLEYMAN ASKEROĞLU,CASAFORA,KARPUZ,1,27500,27.5,-27472.5,125,2026-06-22,0.22
2026-07-22,METİN DALKIRAN,GRAND MİRAMOR,KARPUZ,1.728,15300,15.3,-15284.7,85,2026-07-22,0.18
2026-07-22,METİN DALKIRAN,AMBASSADOR,KARPUZ,1.54,15300,15.3,-15284.7,85,2026-07-22,0.18
2026-07-24,METİN DALKIRAN,CASAFORA,KARPUZ,2,18700,18.7,-18681.3,85,2026-07-24,0.22
2026-04-24,KUMLUCA HAL,GRAND MİRAMOR,PATLICAN,55,20.7,19.8,-0.9,110,2026-04-24,0.18
2026-04-28,ANTALYA HAL,CASAFORA,BİBER SİVRİ,20,55,63.8,8.8,290,2026-04-28,0.22
2026-07-24,METİN DALKIRAN,SEAPHORİA,KARPUZ,1,18700,18.7,-18681.3,85,2026-07-24,0.22
2026-07-27,METİN DALKIRAN,MİRAMOR GARDEN,KARPUZ,1.3,12600,12.6,-12587.4,70,2026-07-27,0.18
2026-07-27,MSD07 TAR ÜR,CASAFORA,LAHANA,133,30.8,35.2,4.4,160,2026-07-27,0.22
2026-07-30,MSD07 TAR ÜR,CASAFORA,LAHANA,50,30.8,35.2,4.4,160,2026-07-30,0.22
2026-07-30,MSD07 TAR ÜR,SEAPHORİA,LAHANA,35,30.8,35.2,4.4,160,2026-07-30,0.22
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,LAHANA,27,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,35,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,LAHANA,46,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,LAHANA,36,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,13,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,40,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,MARUL LOLO ROSSO KIRMIZI,30,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,18,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,MARUL LOLO ROSSO KIRMIZI,10,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,LAHANA,33,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,76,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,35,19.8,117,97.2,650,2026-04-30,0.18
2026-05-06,ERTAŞLAR,GRAND MİRAMOR,LAHANA,56,21.6,61.2,39.6,340,2026-05-06,0.18
2026-05-06,ERTAŞLAR,GRAND MİRAMOR,MARUL LOLO ROSSO KIRMIZI,18,79.2,43.2,-36,240,2026-05-06,0.18
2026-05-09,ERTAŞLAR,GRAND MİRAMOR,PATATES,84,18,16.2,-1.8,90,2026-05-09,0.18
2026-05-09,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,18,21.6,117,95.4,650,2026-05-09,0.18
2026-05-09,ERTAŞLAR,GRAND MİRAMOR,TURP,15,12.6,28.8,16.2,160,2026-05-09,0.18
2026-05-12,ERTAŞLAR,GRAND MİRAMOR,LAHANA,65,21.6,61.2,39.6,340,2026-05-12,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,200,25.2,117,91.8,650,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,46,25.2,117,91.8,650,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,300,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,100,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,450,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,150,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,42,25.2,117,91.8,650,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,220,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,GRAND MİRAMOR,PATATES,100,27,25.2,-1.8,140,2026-05-31,0.18
2026-06-01,ERTAŞLAR,GRAND MİRAMOR,PATATES,250,27,23.4,-3.6,130,2026-06-01,0.18
2026-06-14,ERTAŞLAR,GRAND MİRAMOR,PATATES,400,27,25.2,-1.8,140,2026-06-14,0.18
2026-06-14,ERTAŞLAR,GRAND MİRAMOR,PATATES,100,27,25.2,-1.8,140,2026-06-14,0.18
2026-06-14,ERTAŞLAR,GRAND MİRAMOR,PATATES,200,27,25.2,-1.8,140,2026-06-14,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,LAHANA,52,19.8,28.8,9,160,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,LAHANA,50,19.8,28.8,9,160,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,PATATES,200,32.4,39.6,7.2,220,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,LAHANA,66,19.8,28.8,9,160,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,PATATES,200,32.4,39.6,7.2,220,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,50,28.8,117,88.2,650,2026-06-27,0.18
2026-06-27,ERTAŞLAR,GRAND MİRAMOR,TURP,25,18,21.6,3.6,120,2026-06-27,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,LAHANA,36,16.2,32.4,16.2,180,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,MARUL LOLO ROSSO KIRMIZI,60,77.4,41.4,-36,230,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,PATATES,300,32.4,39.6,7.2,220,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,LAHANA,107,16.2,32.4,16.2,180,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,PATATES,200,32.4,39.6,7.2,220,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,PATATES,250,32.4,39.6,7.2,220,2026-07-10,0.18
2026-07-10,ERTAŞLAR,GRAND MİRAMOR,LAHANA,70,16.2,32.4,16.2,180,2026-07-10,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,58,129.6,28.8,-100.8,160,2026-07-23,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,LAHANA,70,27,16.2,-10.8,90,2026-07-23,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,PATATES,180,39.6,36,-3.6,200,2026-07-23,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,HAVUÇ,18,129.6,28.8,-100.8,160,2026-07-23,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,LAHANA,34,27,16.2,-10.8,90,2026-07-23,0.18
2026-07-23,ERTAŞLAR,GRAND MİRAMOR,LAHANA,44,27,16.2,-10.8,90,2026-07-23,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,23,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,16,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,24,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,6,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,LAHANA,51,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,16,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,6,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,10,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,22,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,18,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,18,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,6,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,12,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,HAVUÇ,20,19.8,117,97.2,650,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,12,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,SEAPHORİA,LAHANA,50,26.4,72.6,46.2,330,2026-04-30,0.22
2026-04-30,ERTAŞLAR,SEAPHORİA,HAVUÇ,37,24.2,143,118.8,650,2026-04-30,0.22
2026-04-30,ERTAŞLAR,SEAPHORİA,MARUL AYSBERG,18,44,37.4,-6.6,170,2026-04-30,0.22
2026-04-30,ERTAŞLAR,AMBASSADOR,LAHANA,12,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,10,79.2,43.2,-36,240,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,6,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,LAHANA,58,21.6,59.4,37.8,330,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,12,36,30.6,-5.4,170,2026-04-30,0.18
2026-04-30,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,20,79.2,43.2,-36,240,2026-04-30,0.18
2026-05-01,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,10,79.2,43.2,-36,240,2026-05-01,0.18
2026-05-01,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,6,34.2,30.6,-3.6,170,2026-05-01,0.18
2026-05-12,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,20,79.2,43.2,-36,240,2026-05-12,0.18
2026-05-12,ERTAŞLAR,AMBASSADOR,TURP,19,12.6,45,32.4,250,2026-05-12,0.18
2026-05-12,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,18,79.2,43.2,-36,240,2026-05-12,0.18
2026-05-12,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,18,27,25.2,-1.8,140,2026-05-12,0.18
2026-05-12,ERTAŞLAR,AMBASSADOR,MARUL AYSBERG,18,27,25.2,-1.8,140,2026-05-12,0.18
2026-05-31,ERTAŞLAR,AMBASSADOR,PATATES,42,27,25.2,-1.8,140,2026-05-31,0.18
2026-05-31,ERTAŞLAR,AMBASSADOR,HAVUÇ,16,25.2,117,91.8,650,2026-05-31,0.18
2026-05-31,ERTAŞLAR,AMBASSADOR,MARUL LOLO ROSSO KIRMIZI,20,79.2,43.2,-36,240,2026-05-31,0.18
2026-05-31,ERTAŞLAR,AMBASSADOR,HAVUÇ,22,25.2,117,91.8,650,2026-05-31,0.18
